,Date,Time,TxnCode,OfficeID,Country,Origin,Destination,RoundTrip,NbSegments,Seg1Departure,Seg1Arrival,Seg1Date,Seg1Carrier,Seg1BookingCode,Seg2Departure,Seg2Arrival,Seg2Date,Seg2Carrier,Seg2BookingCode,Seg3Departure,Seg3Arrival,Seg3Date,Seg3Carrier,Seg3BookingCode,Seg4Departure,Seg4Arrival,Seg4Date,Seg4Carrier,Seg4BookingCode,Seg5Departure,Seg5Arrival,Seg5Date,Seg5Carrier,Seg5BookingCode,Seg6Departure,Seg6Arrival,Seg6Date,Seg6Carrier,Seg6BookingCode,From,IsPublishedForNeg,IsFromInternet,IsFromVista,TerminalID,InternetOffice,booked
329875,2013-11-26,21:19:20,MPT,19901d49edef6724c65e38ee8d5957b7,US,JFK,MIA,1.0,2.0,JFK,MIA,2013-12-24,,,MIA,JFK,2014-01-02,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
329886,2013-11-26,19:59:01,MPT,22f8f2c91103ff40febd5f7c4701a152,GB,CDG,JFK,0.0,1.0,CDG,JFK,2013-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
329888,2013-11-26,21:48:13,MPT,236cbf458f79dbb9d5e9c9430438c3db,US,MSP,PVR,0.0,2.0,MSP,PVR,2013-12-29,FK,,PVR,DLH,2014-01-01,FK,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
329913,2013-11-26,14:18:24,MPT,0ade8b42c0f87f5c3d54c01f24b81d98,ES,BRU,MAD,0.0,1.0,BRU,MAD,2014-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
329952,2013-11-26,06:19:30,FXP,8f49e5e5c2f2c2b75fe293eda80a4198,AU,MEL,JFK,1.0,4.0,MEL,LAX,2014-03-13,BP,F,LAX,JFK,2014-03-13,BP,J,JFK,MIA,2014-03-25,KK,F,LAX,MEL,2014-04-03,BP,F,,,,,,,,,,,1ASI,0,0,0,74acfe0107019a9e4ab2f3b3e77685a2,0,1.0
329965,2013-11-26,19:24:25,FXP,01b5afe16fbe104df558aaa810f06c0c,JP,NRT,ICN,1.0,2.0,NRT,ICN,2013-12-24,UO,E,ICN,NRT,2013-12-26,UO,Q,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
329988,2013-11-26,15:40:27,MPT,3561a60621de06ab1badc8ca55699ef3,US,GYE,MIA,1.0,2.0,GYE,MIA,2014-01-10,,,MIA,GYE,2014-06-30,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
329989,2013-11-26,10:02:39,MPT,54f6f48446ebb52e3d8a1936d8dbf8bc,UA,AER,SVO,0.0,1.0,AER,SVO,2013-11-26,GX,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
330014,2013-11-27,18:58:09,FXX,71d7e235af48506bc12149d78ffd6a34,US,SFO,JFK,0.0,2.0,SFO,JFK,2013-12-21,L1,Y,JFK,DUB,2013-12-21,OS,J,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,e2d5814f86461bf5b048426259fefc83,0,1.0
330058,2013-11-27,17:23:23,CCP,3565e31495ecfd46fa018339d20382b1,SA,RUH,JED,0.0,1.0,RUH,JED,2013-11-30,KK,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
330066,2013-11-27,00:59:03,FCP,9c9df18bf718941b318a142a3bb5ed7b,AU,PER,BNE,0.0,1.0,PER,BNE,2013-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
330103,2013-11-27,20:48:46,MPT,cc13645ee25b699f590ffd6cb143e7c5,ES,SVQ,PMI,0.0,1.0,SVQ,PMI,2013-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
330107,2013-11-27,20:34:51,FFP,db4c8b13a7e7360b6f2692b37a47bec6,DE,DUS,HAM,1.0,2.0,DUS,HAM,2014-03-21,,,HAM,DUS,2014-03-23,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
330134,2013-11-27,15:57:41,FXA,4c5f4dd38223bfba55cb158877cbd9c9,DE,MUC,CGN,1.0,2.0,MUC,CGN,2013-12-17,VR,J,CGN,MUC,2013-12-18,VR,J,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,c30f55e6d8a47c7e6c898e0d3579321e,0,1.0
330147,2013-11-27,18:15:45,MPT,e175ff926640d0f543bb15f8b4a88ed0,US,IAD,HYD,1.0,2.0,IAD,HYD,2013-12-02,KP,,HYD,IAD,2014-01-14,KP,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
330215,2013-11-27,15:33:13,MPT,3561a60621de06ab1badc8ca55699ef3,US,JFK,STI,1.0,2.0,JFK,STI,2013-12-20,,,STI,JFK,2013-12-27,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
330216,2013-11-27,19:39:27,MPT,77f83f983d7f1236f0beedff2410c509,GB,MAN,DXB,1.0,2.0,MAN,DXB,2013-12-13,,,DXB,MAN,2013-12-18,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
330273,2013-11-27,17:28:28,FXP,7da60d9e60a322d3fff7e00cb62baa53,BR,CNF,CGH,1.0,2.0,CNF,CGH,2013-12-07,TT,Y,CGH,CNF,2013-12-19,TT,Y,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,0d0a646df741cb45f3e92d0a90e87dab,0,1.0
330276,2013-11-27,15:04:18,CAL,ef64f9a7d00e40b00dd6bfbfd007c384,IN,BOM,AKL,1.0,2.0,BOM,AKL,2013-12-12,MI,,AKL,BOM,2014-11-20,MI,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
330286,2013-11-27,10:46:51,MPT,a9366b68d5cbaa9526de6308cd398363,CA,YYZ,YEG,1.0,2.0,YYZ,YEG,2013-12-20,AN,,YEG,YYZ,2014-01-05,AN,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
330348,2013-11-27,04:49:53,MPT,8b4fa4e121637f583bfa86ef0fa26c9e,US,DFW,ELP,1.0,2.0,DFW,ELP,2013-12-04,,,ELP,DFW,2013-12-11,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
330367,2013-11-27,16:55:21,CCP,3565e31495ecfd46fa018339d20382b1,SA,RUH,JED,0.0,1.0,RUH,JED,2013-11-30,KK,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
330376,2013-11-27,20:24:47,FXA,1dfd92210879f5456c7a82fd3a6acb3b,CA,PVG,YYZ,0.0,1.0,PVG,YYZ,2014-01-07,KM,J,,,,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,3b558ea919adbcb004519fe1dacc062e,0,1.0
330381,2013-11-27,19:02:14,FQD,ef86fe6ba888450de247d3bce3a15dae,FR,TLS,ORY,1.0,2.0,TLS,ORY,2013-12-26,,,ORY,TLS,2013-12-26,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,9acb3e9649bc3b3b92a4c8feb5c0de3c,0,1.0
330382,2013-11-27,00:07:18,MPT,236cbf458f79dbb9d5e9c9430438c3db,US,MEX,LAX,1.0,2.0,MEX,LAX,2013-12-27,VK,,LAX,MEX,2014-01-05,VK,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
330408,2013-11-27,01:53:56,MPT,236cbf458f79dbb9d5e9c9430438c3db,US,BOS,LHR,1.0,2.0,BOS,LHR,2014-04-04,DK,,CDG,BOS,2014-04-08,DK,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
330434,2013-11-27,12:57:07,FQP,4014b98b900d9d8620abcfce2028e66d,NO,MOL,OSL,0.0,1.0,MOL,OSL,2013-12-05,DU,V,,,,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
330545,2013-11-27,02:57:22,MPT,63d35a15724f95939e6d0dd0ca39be16,DE,SVO,WAW,1.0,2.0,SVO,WAW,2013-12-01,,,WAW,SVO,2013-12-08,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
330554,2013-11-27,12:53:06,FXP,4831c67c44306edd3b762b101764babb,RU,VKO,LED,0.0,2.0,VKO,LED,2014-02-01,FX,J,LED,ULV,2014-02-02,2C,C,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
330672,2013-11-27,15:24:35,FCP,3565e31495ecfd46fa018339d20382b1,SA,AHB,RUH,0.0,1.0,AHB,RUH,2013-11-30,KK,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
330690,2013-11-27,19:51:48,MPT,3906b8b8cd8addf5042d07560bc7094d,IN,BOM,DEL,0.0,1.0,BOM,DEL,2013-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
330697,2013-11-27,11:28:38,FFP,85dce07cd559401cb89a022ced8165c3,GB,LHR,JNB,1.0,2.0,LHR,JNB,2013-12-25,,,JNB,LHR,2014-01-09,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
330733,2013-11-27,04:12:21,CCP,3565e31495ecfd46fa018339d20382b1,SA,RUH,JED,0.0,1.0,RUH,JED,2013-11-30,KK,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
330740,2013-11-27,12:14:58,FQD,a3ab256abb78596dad0f7a49091a9829,GB,JFK,LAS,1.0,2.0,JFK,LAS,2013-12-16,,,LAS,JFK,2013-12-16,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,261a1b115010c4d90fde21791894c112,0,1.0
330793,2013-11-27,06:27:55,MTP,e08742a93e1d3d9e679723625a3484fc,DE,DUS,MUC,1.0,2.0,DUS,MUC,2013-12-02,,,MUC,DUS,2013-12-02,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
330796,2013-11-27,20:05:10,MPT,a9366b68d5cbaa9526de6308cd398363,CA,YYZ,YVR,0.0,1.0,YYZ,YVR,2013-12-26,AN,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
330809,2013-11-27,01:14:51,FFP,f64d91a993027b97a8447e0fb2d7fada,BR,GIG,SFO,1.0,2.0,GIG,SFO,2014-01-02,,,SFO,GIG,2014-01-10,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
330810,2013-11-27,16:37:13,MPT,cf28f1c8a099b914b317e8d0ff41a667,NO,CDG,IST,1.0,2.0,CDG,IST,2014-01-03,,,IST,CDG,2014-01-06,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
330821,2013-11-27,10:00:34,SPR,733cef739af92d4c706c768a286e51ce,ZA,CPT,JNB,1.0,2.0,CPT,JNB,2013-12-03,,,JNB,CPT,2013-12-15,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,49222a8b0a0ca70873625f51ab1f5609,0,1.0
330872,2013-11-27,11:27:34,FCP,3565e31495ecfd46fa018339d20382b1,SA,RUH,JED,0.0,1.0,RUH,JED,2013-11-27,KK,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
330877,2013-11-27,16:38:06,FXX,83df882d8ece8e60e48b2cf457b43d16,SA,RUH,DXB,0.0,2.0,RUH,DXB,2013-12-12,PK,Y,DXB,KTM,2013-12-12,PK,Y,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,624ec469cefd94b112df8302a7257173,0,1.0
330906,2013-11-27,21:57:46,FFP,4dedd56b63194d773b9bf73c3f73d4cb,DK,CPH,OSL,1.0,2.0,CPH,OSL,2013-12-20,KL,,OSL,CPH,2014-01-31,KL,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
330915,2013-11-27,06:23:01,FXX,9ac92c16e3fd0e5b6f26935d3bb762f7,KW,KWI,MNL,1.0,2.0,KWI,MNL,2013-12-23,UF,J,MNL,KWI,2014-02-03,UF,J,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,88d6b1a6d8d55bce7778cf4159b7c9c5,0,1.0
330960,2013-11-27,11:22:57,FCP,3565e31495ecfd46fa018339d20382b1,SA,RUH,JED,0.0,1.0,RUH,JED,2013-11-28,KK,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
330996,2013-11-27,14:11:38,FQP,4014b98b900d9d8620abcfce2028e66d,NO,LHR,HAU,1.0,4.0,LHR,OSL,2013-11-29,DU,V,OSL,HAU,2013-11-29,DU,V,HAU,OSL,2013-11-29,DU,V,OSL,LHR,2013-11-29,DU,V,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
331042,2013-11-28,19:35:55,CCP,3565e31495ecfd46fa018339d20382b1,SA,JED,RUH,0.0,1.0,JED,RUH,2013-12-05,KK,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
331055,2013-11-28,04:21:13,FXX,c5341eba854acfb24eec69a6762dcb76,IN,DEL,HKG,0.0,1.0,DEL,HKG,2013-12-03,KS,C,,,,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,444cb8f0d6edccaad1cf0124de0fabb5,0,1.0
331070,2013-11-28,19:44:52,MPT,c8daef4f8bf73a61aa2c928705f7b82d,ES,MAD,MIA,1.0,2.0,MAD,MIA,2013-12-25,,,MIA,MAD,2014-03-09,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
331116,2013-11-28,03:16:58,CCP,c0d0512e1f5b39827aeae0a35b9177fd,AU,BNE,DXB,0.0,1.0,BNE,DXB,2014-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
331129,2013-11-28,23:02:26,MPT,dafa0f79e75d46cb574ee4b4d9138e51,IN,DEL,SIN,1.0,2.0,DEL,SIN,2014-02-15,,,SIN,DEL,2014-02-17,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
331143,2013-11-28,12:25:29,FCP,3565e31495ecfd46fa018339d20382b1,SA,JED,RUH,0.0,1.0,JED,RUH,2013-11-30,KK,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
331151,2013-11-28,03:05:17,CCP,8d2a1e767a6c0231e998716660848886,CA,MIA,YUL,0.0,1.0,MIA,YUL,2014-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
331154,2013-11-28,12:05:31,CCP,3565e31495ecfd46fa018339d20382b1,SA,DMM,JED,0.0,1.0,DMM,JED,2013-12-01,KK,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
331156,2013-11-28,08:16:54,MTC,b203499c56a0f5bf8e5e2d94b77b96ca,SG,SIN,MUC,1.0,2.0,SIN,MUC,2013-12-14,,,MUC,SIN,2013-12-30,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
331185,2013-11-28,01:34:09,FXA,dae6244408689a2abe30aa5487f6ac28,AU,SYD,MEL,1.0,2.0,SYD,MEL,2014-02-11,BP,J,MEL,SYD,2014-02-12,BP,J,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,8c81d250577eb341d34dfb18e008465c,0,1.0
331282,2013-11-28,09:48:44,MPT,8a920c89312c383c860f9faf2e693b84,IT,BKK,KUL,0.0,1.0,BKK,KUL,2014-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
331343,2013-11-28,00:28:57,CAL,fcba1adf11c8dc147a5840aaf55a562a,US,YYZ,JED,1.0,2.0,YYZ,JED,2014-03-01,KK,,JED,YYZ,2014-04-27,KK,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
331345,2013-11-28,18:00:27,MPT,e08742a93e1d3d9e679723625a3484fc,DE,CPT,JNB,0.0,1.0,CPT,JNB,2013-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
331369,2013-11-28,12:20:16,MPT,bec61f55c64b17158ab8f074602fe0ca,US,CAI,KWI,0.0,1.0,CAI,KWI,2013-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
331462,2013-11-28,22:31:00,MPT,3561a60621de06ab1badc8ca55699ef3,US,SEA,TLV,1.0,2.0,SEA,TLV,2013-12-21,,,TLV,SEA,2014-01-01,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
331521,2013-11-28,10:16:31,MTP,e08742a93e1d3d9e679723625a3484fc,DE,MUC,TXL,1.0,2.0,MUC,TXL,2013-11-28,,,TXL,MUC,2013-11-28,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
331525,2013-11-28,02:33:32,MPT,7f65fbd566f0665dbb3a975d917937aa,CA,MUC,TXL,0.0,1.0,MUC,TXL,2013-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
331553,2013-11-28,18:08:44,FCP,3565e31495ecfd46fa018339d20382b1,SA,DMM,JED,0.0,1.0,DMM,JED,2013-11-28,KK,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
331654,2013-11-28,12:42:07,FXA,4c8dc0bf47e76f5d5adadb35331fa16b,RU,SVO,PEK,1.0,2.0,SVO,PEK,2013-12-08,DF,J,PEK,SVO,2013-12-14,DF,J,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,512e0e0f3027a2bada82a7ba27a785e1,0,1.0
331675,2013-11-28,12:58:24,FXP,4831c67c44306edd3b762b101764babb,RU,VKO,LED,0.0,3.0,VKO,LED,2013-12-22,PG,C,LED,TJM,2013-12-22,PG,C,TJM,SGC,2013-12-23,FE,Y,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
331686,2013-11-28,04:00:56,CAL,a43c36f56a42a16eff149126ce76087e,MY,KUL,TPE,1.0,2.0,KUL,TPE,2014-05-29,MI,,TPE,KUL,2014-06-05,MI,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
331688,2013-11-28,06:13:08,FCP,3565e31495ecfd46fa018339d20382b1,SA,JED,RUH,0.0,1.0,JED,RUH,2013-11-30,KK,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
331699,2013-11-28,11:43:51,FQD,e8741eaf2fa2f71f931475d18fa72096,US,MAA,SIN,0.0,1.0,MAA,SIN,2014-01-02,KS,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
331737,2013-11-28,17:49:40,MPT,0486ac8d6ac951832a2dd257971b03f8,ZA,CPT,JNB,0.0,1.0,CPT,JNB,2013-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
331775,2013-11-28,11:01:30,MPT,3906b8b8cd8addf5042d07560bc7094d,IN,DEL,GOI,1.0,2.0,DEL,GOI,2013-12-22,,,GOI,DEL,2013-12-26,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
331795,2013-11-28,19:25:55,FQD,a3ab256abb78596dad0f7a49091a9829,GB,DEL,HKG,1.0,2.0,DEL,HKG,2014-05-02,,,HKG,DEL,2014-05-02,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,033e4687df78c7e59714592d77548ce3,0,1.0
331812,2013-11-28,06:31:43,CAL,75f8fcfbd820540f7117cbed7370c8ce,TR,IST,DXB,1.0,2.0,IST,DXB,2013-11-30,JJ,,DXB,IST,2014-02-23,JJ,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
331832,2013-11-28,07:42:11,MPT,abcf9ae4cdc66d40c3f25c51913b1cf4,CH,ZRH,TXL,1.0,2.0,ZRH,TXL,2013-12-20,,,TXL,ZRH,2013-12-22,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
331964,2013-11-28,17:06:58,MTP,236cbf458f79dbb9d5e9c9430438c3db,US,KWI,DXB,1.0,2.0,KWI,DXB,2014-02-06,,,DXB,KWI,2014-02-07,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
332010,2013-11-29,14:36:19,FXX,1867576f006afb68cd487036da5efc48,US,IAD,SAL,1.0,2.0,IAD,SAL,2013-12-03,EK,C,SAL,IAD,2014-01-08,EK,C,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,7be6155b67fa355045f787f3912da3c2,0,1.0
332021,2013-11-29,11:23:44,FFP,e17b17bed0aec2b2f737abba829fa114,DE,MUC,LHR,1.0,2.0,MUC,LHR,2014-04-14,KL,,LHR,MUC,2014-04-20,KL,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
332144,2013-11-29,06:04:28,FXP,97043eb09427f99749dae5fa5413aa16,KR,ICN,MLE,1.0,4.0,ICN,SIN,2014-02-16,DB,H,SIN,MLE,2014-02-16,DB,H,MLE,SIN,2014-02-20,DB,W,SIN,ICN,2014-02-21,DB,W,,,,,,,,,,,KE0FQ,0,0,0,b21d2f86beb192143a04671ac93bfd00,0,1.0
332163,2013-11-29,17:30:16,MPT,19901d49edef6724c65e38ee8d5957b7,US,LAX,HKG,1.0,2.0,LAX,HKG,2013-12-15,,,HKG,LAX,2014-01-23,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
332266,2013-11-29,08:06:43,FXA,22cf15984f4b13ed8f513a42324666d1,FR,CDG,BKK,1.0,4.0,CDG,CAN,2014-01-12,MK,J,CAN,BKK,2014-01-13,MK,J,BKK,CAN,2014-01-19,MK,J,CAN,CDG,2014-01-20,MK,F,,,,,,,,,,,1ASI,0,0,0,27549e0dda23108c26a892679d159cbd,0,1.0
332290,2013-11-29,01:40:19,MPT,f95232bd237dfe1a98dac11daa04a890,BR,BSB,MIA,1.0,2.0,BSB,MIA,2014-03-10,SL,,MIA,BSB,2014-03-20,SL,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
332423,2013-11-29,21:50:16,MTP,e08742a93e1d3d9e679723625a3484fc,DE,FRA,DEL,1.0,2.0,FRA,DEL,2013-12-25,,,DEL,FRA,2014-01-04,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
332467,2013-11-29,02:12:13,CAL,62aec87e55a3e56868e0c76da59655b7,US,SEA,SGN,1.0,2.0,SEA,SGN,2014-02-01,,,SGN,SEA,2014-02-24,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
332527,2013-11-29,17:06:39,MPT,28d7a8c95e4db88589d3d35b66920e78,DE,FRA,JFK,1.0,2.0,FRA,JFK,2014-08-17,,,JFK,FRA,2014-08-31,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
332637,2013-11-29,03:54:44,FQD,ed7867eb08e7939fe6413b46bddd27a7,IE,DUB,AUH,1.0,2.0,DUB,AUH,2014-05-08,,,AUH,DUB,2014-05-08,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,fbfe7ef2392f7488ed10664e8443dc46,0,1.0
332647,2013-11-29,18:10:34,MPT,e1a8e5cc55173d5ffb363142932a516c,IT,FCO,CDG,1.0,2.0,FCO,CDG,2013-12-24,XR,,CDG,FCO,2013-12-26,XR,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
332757,2013-11-29,14:38:02,FXA,d36d3ba233a758f8a85e556a532ec6b6,NO,OSL,CPH,1.0,2.0,OSL,CPH,2013-12-28,DU,C,CPH,OSL,2013-12-28,NJ,D,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,ea9c850b3230f86eb0cbcc6bd2df16a3,0,1.0
332780,2013-11-29,20:34:33,FXA,cdba094e7cb80ec0e72ebbc2bfe7d9cd,CO,BOG,MDE,1.0,2.0,BOG,MDE,2014-01-02,KG,C,MDE,BOG,2014-01-05,KG,C,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
332804,2013-11-29,21:41:25,MPT,35599658cb6dc336c568f05c42a570b6,US,LAX,KIX,1.0,2.0,LAX,KIX,2014-01-15,,,KIX,LAX,2014-01-22,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
